time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
2.380952e-04,-2.638089e-02,1.329020e-10
4.761905e-04,-2.636820e-02,3.177858e-10
7.142857e-04,-2.636079e-02,5.446551e-10
9.523810e-04,-2.635934e-02,8.097311e-10
1.190476e-03,-2.636390e-02,1.111020e-09
1.428571e-03,-2.637421e-02,1.447131e-09
1.666667e-03,-2.638984e-02,1.816857e-09
1.904762e-03,-2.641025e-02,2.218980e-09
2.142857e-03,-2.643484e-02,2.652191e-09
2.380952e-03,-2.646294e-02,3.115046e-09
2.619048e-03,-2.649387e-02,3.605948e-09
2.857143e-03,-2.652694e-02,4.123145e-09
3.095238e-03,-2.656145e-02,4.664741e-09
3.333333e-03,-2.659672e-02,5.228714e-09
3.571429e-03,-2.663209e-02,5.812943e-09
3.809524e-03,-2.666691e-02,6.415240e-09
4.047619e-03,-2.670061e-02,7.033386e-09
4.285714e-03,-2.673261e-02,7.665174e-09
4.523810e-03,-2.676242e-02,8.308442e-09
4.761905e-03,-2.678958e-02,8.961109e-09
5.000000e-03,-2.681371e-02,9.621205e-09
5.238095e-03,-2.683447e-02,1.028689e-08
5.476190e-03,-2.685159e-02,1.095648e-08
5.714286e-03,-2.686489e-02,1.162844e-08
5.952381e-03,-2.687424e-02,1.230140e-08
6.190476e-03,-2.687957e-02,1.297416e-08
6.428571e-03,-2.688090e-02,1.364853e-08
6.666667e-03,-2.687831e-02,1.433055e-08
6.904762e-03,-2.687194e-02,1.500800e-08
7.142857e-03,-2.686200e-02,1.568001e-08
7.380952e-03,-2.684876e-02,1.634607e-08
7.619048e-03,-2.683256e-02,1.700590e-08
7.857143e-03,-2.681376e-02,1.765919e-08
8.095238e-03,-2.679280e-02,1.830613e-08
8.333333e-03,-2.677014e-02,1.894740e-08
8.571429e-03,-2.674629e-02,1.958350e-08
8.809524e-03,-2.672178e-02,2.021535e-08
9.047619e-03,-2.669717e-02,2.084428e-08
9.285714e-03,-2.667303e-02,2.147188e-08
9.523810e-03,-2.664994e-02,2.209964e-08
9.761905e-03,-2.662847e-02,2.272951e-08
1.000000e-02,-2.660922e-02,2.336377e-08
1.023810e-02,-2.659274e-02,2.400471e-08
1.047619e-02,-2.657958e-02,2.465420e-08
1.071429e-02,-2.657025e-02,2.531184e-08
1.095238e-02,-2.656525e-02,2.597912e-08
1.119048e-02,-2.656501e-02,2.665796e-08
1.142857e-02,-2.656995e-02,2.735029e-08
1.166667e-02,-2.658042e-02,2.805809e-08
1.190476e-02,-2.659671e-02,2.878333e-08
1.214286e-02,-2.661908e-02,2.952798e-08
1.238095e-02,-2.664770e-02,3.029394e-08
1.261905e-02,-2.668270e-02,3.108309e-08
1.285714e-02,-2.672412e-02,3.189721e-08
1.309524e-02,-2.677197e-02,3.273798e-08
1.333333e-02,-2.682615e-02,3.360696e-08
1.357143e-02,-2.688653e-02,3.450560e-08
1.380952e-02,-2.695289e-02,3.543516e-08
1.404762e-02,-2.702497e-02,3.639678e-08
