time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
1.666667e-03,-2.651936e-02,2.740085e-09
3.333333e-03,-2.688908e-02,7.625190e-09
5.000000e-03,-2.744201e-02,1.479718e-08
6.666667e-03,-2.811138e-02,2.437061e-08
8.333333e-03,-2.883948e-02,3.637437e-08
1.000000e-02,-2.957914e-02,5.073904e-08
1.166667e-02,-3.029299e-02,6.730542e-08
1.333333e-02,-3.095228e-02,8.584422e-08
1.500000e-02,-3.153567e-02,1.060780e-07
1.666667e-02,-3.202803e-02,1.277005e-07
1.833333e-02,-3.241949e-02,1.503922e-07
2.000000e-02,-3.270449e-02,1.738314e-07
2.166667e-02,-3.288105e-02,1.977029e-07
2.333333e-02,-3.295013e-02,2.217040e-07
2.500000e-02,-3.291505e-02,2.455490e-07
2.666667e-02,-3.278108e-02,2.689726e-07
2.833333e-02,-3.255502e-02,2.917327e-07
3.000000e-02,-3.224486e-02,3.136118e-07
3.166667e-02,-3.185954e-02,3.344182e-07
3.333333e-02,-3.140866e-02,3.539873e-07
3.500000e-02,-3.090234e-02,3.721816e-07
3.666667e-02,-3.035098e-02,3.888912e-07
3.833333e-02,-2.976511e-02,4.040336e-07
4.000000e-02,-2.915532e-02,4.175532e-07
4.166667e-02,-2.853203e-02,4.294213e-07
4.333333e-02,-2.790546e-02,4.396349e-07
4.500000e-02,-2.728551e-02,4.482160e-07
4.666667e-02,-2.668164e-02,4.552104e-07
4.833333e-02,-2.610282e-02,4.606867e-07
5.000000e-02,-2.555744e-02,4.647348e-07
5.166667e-02,-2.505323e-02,4.674640e-07
5.333333e-02,-2.459722e-02,4.690016e-07
5.500000e-02,-2.419569e-02,4.694912e-07
5.666667e-02,-2.385410e-02,4.690903e-07
5.833333e-02,-2.357707e-02,4.679683e-07
6.000000e-02,-2.336832e-02,4.663046e-07
6.166667e-02,-2.323072e-02,4.642863e-07
6.333333e-02,-2.316619e-02,4.621053e-07
6.500000e-02,-2.317574e-02,4.599569e-07
6.666667e-02,-2.325948e-02,4.580368e-07
6.833333e-02,-2.341661e-02,4.565389e-07
7.000000e-02,-2.364546e-02,4.556530e-07
7.166667e-02,-2.394349e-02,4.555627e-07
7.333333e-02,-2.430737e-02,4.564432e-07
7.500000e-02,-2.473299e-02,4.584588e-07
7.666667e-02,-2.521552e-02,4.617615e-07
7.833333e-02,-2.574949e-02,4.664892e-07
8.000000e-02,-2.632883e-02,4.727634e-07
8.166667e-02,-2.694695e-02,4.806885e-07
8.333333e-02,-2.759683e-02,4.903499e-07
8.500000e-02,-2.827109e-02,5.018134e-07
8.666667e-02,-2.896205e-02,5.151241e-07
8.833333e-02,-2.966188e-02,5.303057e-07
9.000000e-02,-3.036262e-02,5.473603e-07
9.166667e-02,-3.105632e-02,5.662679e-07
9.333333e-02,-3.173510e-02,5.869868e-07
9.500000e-02,-3.239125e-02,6.094538e-07
9.666667e-02,-3.301730e-02,6.335846e-07
9.833333e-02,-3.360614e-02,6.592748e-07
1.000000e-01,-3.415105e-02,6.864004e-07
1.016667e-01,-3.464583e-02,7.148195e-07
1.033333e-01,-3.508480e-02,7.443736e-07
1.050000e-01,-3.546294e-02,7.748887e-07
1.066667e-01,-3.577587e-02,8.061776e-07
1.083333e-01,-3.601995e-02,8.380411e-07
1.100000e-01,-3.619232e-02,8.702706e-07
1.116667e-01,-3.629088e-02,9.026500e-07
1.133333e-01,-3.631439e-02,9.349576e-07
1.150000e-01,-3.626242e-02,9.669683e-07
1.166667e-01,-3.613536e-02,9.984563e-07
1.183333e-01,-3.593447e-02,1.029197e-06
1.200000e-01,-3.566180e-02,1.058969e-06
1.216667e-01,-3.532021e-02,1.087557e-06
1.233333e-01,-3.491332e-02,1.114752e-06
1.250000e-01,-3.444547e-02,1.140357e-06
1.266667e-01,-3.392168e-02,1.164186e-06
1.283333e-01,-3.334759e-02,1.186064e-06
1.300000e-01,-3.272941e-02,1.205835e-06
1.316667e-01,-3.207382e-02,1.223356e-06
1.333333e-01,-3.138793e-02,1.238504e-06
1.350000e-01,-3.067920e-02,1.251174e-06
1.366667e-01,-2.995532e-02,1.261280e-06
1.383333e-01,-2.922416e-02,1.268758e-06
1.400000e-01,-2.849370e-02,1.273563e-06
1.416667e-01,-2.777188e-02,1.275672e-06
1.433333e-01,-2.706659e-02,1.275082e-06
1.450000e-01,-2.638551e-02,1.271812e-06
1.466667e-01,-2.573608e-02,1.265899e-06
1.483333e-01,-2.512538e-02,1.257400e-06
1.500000e-01,-2.456009e-02,1.246392e-06
1.516667e-01,-2.404638e-02,1.232966e-06
1.533333e-01,-2.358987e-02,1.217231e-06
1.550000e-01,-2.319555e-02,1.199311e-06
1.566667e-01,-2.286773e-02,1.179340e-06
