time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
1.666667e-04,-2.638513e-02,8.130191e-11
3.333333e-04,-2.637416e-02,1.920429e-10
5.000000e-04,-2.636515e-02,3.254611e-10
6.666667e-04,-2.635871e-02,4.787582e-10
8.333333e-04,-2.635500e-02,6.503801e-10
1.000000e-03,-2.635402e-02,8.392514e-10
1.166667e-03,-2.635567e-02,1.044492e-09
1.333333e-03,-2.635974e-02,1.265292e-09
1.500000e-03,-2.636600e-02,1.500850e-09
1.666667e-03,-2.637417e-02,1.750341e-09
1.833333e-03,-2.638396e-02,2.012900e-09
2.000000e-03,-2.639504e-02,2.287618e-09
2.166667e-03,-2.640711e-02,2.573540e-09
2.333333e-03,-2.641982e-02,2.869670e-09
2.500000e-03,-2.643287e-02,3.174975e-09
2.666667e-03,-2.644595e-02,3.488392e-09
2.833333e-03,-2.645874e-02,3.808842e-09
3.000000e-03,-2.647097e-02,4.135235e-09
3.166667e-03,-2.648237e-02,4.466482e-09
3.333333e-03,-2.649271e-02,4.801510e-09
3.500000e-03,-2.650176e-02,5.139273e-09
3.666667e-03,-2.650935e-02,5.478764e-09
3.833333e-03,-2.651531e-02,5.819029e-09
4.000000e-03,-2.651953e-02,6.159186e-09
4.166667e-03,-2.652191e-02,6.498433e-09
4.333333e-03,-2.652240e-02,6.836062e-09
4.500000e-03,-2.652097e-02,7.171475e-09
4.666667e-03,-2.651764e-02,7.504191e-09
4.833333e-03,-2.651245e-02,7.833854e-09
5.000000e-03,-2.650549e-02,8.160242e-09
5.166667e-03,-2.649687e-02,8.483268e-09
5.333333e-03,-2.648672e-02,8.802980e-09
5.500000e-03,-2.647523e-02,9.132695e-09
5.666667e-03,-2.646259e-02,9.460167e-09
5.833333e-03,-2.644902e-02,9.784942e-09
6.000000e-03,-2.643478e-02,1.010735e-08
6.166667e-03,-2.642012e-02,1.042790e-08
6.333333e-03,-2.640532e-02,1.074735e-08
6.500000e-03,-2.639067e-02,1.106609e-08
6.666667e-03,-2.637647e-02,1.138488e-08
6.833333e-03,-2.636303e-02,1.170457e-08
7.000000e-03,-2.635065e-02,1.202640e-08
7.166667e-03,-2.633963e-02,1.235112e-08
7.333333e-03,-2.633027e-02,1.267976e-08
7.500000e-03,-2.632286e-02,1.301345e-08
7.666667e-03,-2.631767e-02,1.335363e-08
7.833333e-03,-2.631496e-02,1.370135e-08
8.000000e-03,-2.631497e-02,1.405771e-08
8.166667e-03,-2.631791e-02,1.442394e-08
8.333333e-03,-2.632398e-02,1.480168e-08
8.500000e-03,-2.633334e-02,1.519174e-08
8.666667e-03,-2.634613e-02,1.559526e-08
8.833333e-03,-2.636245e-02,1.601370e-08
9.000000e-03,-2.638236e-02,1.644799e-08
9.166667e-03,-2.640591e-02,1.689896e-08
9.333333e-03,-2.643311e-02,1.736798e-08
9.500000e-03,-2.646392e-02,1.785557e-08
9.666667e-03,-2.649827e-02,1.836259e-08
9.833333e-03,-2.653606e-02,1.888986e-08
1.000000e-02,-2.657717e-02,1.943768e-08
1.016667e-02,-2.662143e-02,2.000685e-08
1.033333e-02,-2.666864e-02,2.059718e-08
1.050000e-02,-2.671858e-02,2.120664e-08
1.066667e-02,-2.677101e-02,2.183450e-08
1.083333e-02,-2.682564e-02,2.248037e-08
1.100000e-02,-2.688219e-02,2.314374e-08
1.116667e-02,-2.694035e-02,2.382402e-08
1.133333e-02,-2.699979e-02,2.452050e-08
1.150000e-02,-2.706016e-02,2.523240e-08
1.166667e-02,-2.712114e-02,2.595885e-08
1.183333e-02,-2.718236e-02,2.669891e-08
1.200000e-02,-2.724349e-02,2.745160e-08
1.216667e-02,-2.730416e-02,2.821588e-08
1.233333e-02,-2.736405e-02,2.899066e-08
1.250000e-02,-2.742283e-02,2.977484e-08
1.266667e-02,-2.748017e-02,3.056730e-08
1.283333e-02,-2.753578e-02,3.136693e-08
1.300000e-02,-2.758939e-02,3.217260e-08
1.316667e-02,-2.764074e-02,3.298323e-08
1.333333e-02,-2.768959e-02,3.379777e-08
1.350000e-02,-2.773576e-02,3.461521e-08
1.366667e-02,-2.777906e-02,3.543459e-08
1.383333e-02,-2.781936e-02,3.625501e-08
