time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
3.333333e-04,-2.639634e-02,2.683272e-10
6.666667e-04,-2.642207e-02,6.882001e-10
1.000000e-03,-2.647472e-02,1.249314e-09
1.333333e-03,-2.655271e-02,1.949053e-09
1.666667e-03,-2.665347e-02,2.785867e-09
2.000000e-03,-2.677400e-02,3.757655e-09
2.333333e-03,-2.691106e-02,4.861251e-09
2.666667e-03,-2.706127e-02,6.092241e-09
3.000000e-03,-2.722119e-02,7.444946e-09
3.333333e-03,-2.738738e-02,8.912474e-09
3.666667e-03,-2.755644e-02,1.048684e-08
4.000000e-03,-2.772506e-02,1.215914e-08
4.333333e-03,-2.789006e-02,1.391969e-08
4.666667e-03,-2.804841e-02,1.575824e-08
5.000000e-03,-2.819726e-02,1.766410e-08
5.333333e-03,-2.833398e-02,1.962630e-08
5.666667e-03,-2.845617e-02,2.163367e-08
6.000000e-03,-2.856171e-02,2.367490e-08
6.333333e-03,-2.864875e-02,2.573858e-08
6.666667e-03,-2.871572e-02,2.781325e-08
7.000000e-03,-2.876139e-02,2.988744e-08
7.333333e-03,-2.878481e-02,3.194968e-08
7.666667e-03,-2.878539e-02,3.398863e-08
8.000000e-03,-2.876285e-02,3.599308e-08
8.333333e-03,-2.871723e-02,3.795210e-08
8.666667e-03,-2.864889e-02,3.985515e-08
9.000000e-03,-2.855852e-02,4.169426e-08
9.333333e-03,-2.844709e-02,4.345540e-08
9.666667e-03,-2.831587e-02,4.513156e-08
1.000000e-02,-2.816640e-02,4.671674e-08
1.033333e-02,-2.800046e-02,4.820364e-08
1.066667e-02,-2.782007e-02,4.958620e-08
1.100000e-02,-2.762745e-02,5.085997e-08
1.133333e-02,-2.742497e-02,5.202178e-08
1.166667e-02,-2.721517e-02,5.306983e-08
1.200000e-02,-2.700071e-02,5.400371e-08
1.233333e-02,-2.678431e-02,5.482444e-08
1.266667e-02,-2.656877e-02,5.553451e-08
1.300000e-02,-2.635687e-02,5.613782e-08
1.333333e-02,-2.615140e-02,5.663972e-08
1.366667e-02,-2.595510e-02,5.704692e-08
1.400000e-02,-2.577063e-02,5.736745e-08
1.433333e-02,-2.560054e-02,5.761058e-08
