time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
4.166667e-04,-2.640221e-02,3.777136e-10
8.333333e-04,-2.639974e-02,8.449464e-10
1.250000e-03,-2.639564e-02,1.378008e-09
1.666667e-03,-2.639242e-02,1.968370e-09
2.083333e-03,-2.639125e-02,2.612220e-09
2.500000e-03,-2.639264e-02,3.307748e-09
2.916667e-03,-2.639681e-02,4.054167e-09
3.333333e-03,-2.640380e-02,4.851331e-09
3.750000e-03,-2.641357e-02,5.699580e-09
4.166667e-03,-2.642602e-02,6.599690e-09
4.583333e-03,-2.644107e-02,7.552820e-09
5.000000e-03,-2.645859e-02,8.560421e-09
5.416667e-03,-2.647850e-02,9.624096e-09
5.833333e-03,-2.650073e-02,1.074541e-08
6.250000e-03,-2.652522e-02,1.192572e-08
6.666667e-03,-2.655195e-02,1.316597e-08
7.083333e-03,-2.658092e-02,1.446664e-08
7.500000e-03,-2.661214e-02,1.582764e-08
7.916667e-03,-2.664566e-02,1.724837e-08
8.333333e-03,-2.668155e-02,1.872774e-08
8.750000e-03,-2.671986e-02,2.026430e-08
9.166667e-03,-2.676069e-02,2.185631e-08
9.583333e-03,-2.680412e-02,2.350185e-08
1.000000e-02,-2.685026e-02,2.519895e-08
1.041667e-02,-2.689919e-02,2.694561e-08
1.083333e-02,-2.695100e-02,2.873993e-08
1.125000e-02,-2.700578e-02,3.058009e-08
1.166667e-02,-2.706360e-02,3.246441e-08
1.208333e-02,-2.712450e-02,3.439139e-08
1.250000e-02,-2.718852e-02,3.635966e-08
1.291667e-02,-2.725568e-02,3.836804e-08
1.333333e-02,-2.732596e-02,4.041548e-08
1.375000e-02,-2.739933e-02,4.250111e-08
1.416667e-02,-2.747573e-02,4.462420e-08
1.458333e-02,-2.755505e-02,4.678414e-08
1.500000e-02,-2.763719e-02,4.898045e-08
1.541667e-02,-2.772198e-02,5.121277e-08
1.583333e-02,-2.780925e-02,5.348083e-08
1.625000e-02,-2.789879e-02,5.578445e-08
1.666667e-02,-2.799035e-02,5.812355e-08
1.708333e-02,-2.808367e-02,6.049810e-08
1.750000e-02,-2.817846e-02,6.290816e-08
1.791667e-02,-2.827441e-02,6.535381e-08
1.833333e-02,-2.837117e-02,6.783519e-08
1.875000e-02,-2.846841e-02,7.035247e-08
1.916667e-02,-2.856574e-02,7.290584e-08
1.958333e-02,-2.866280e-02,7.549550e-08
2.000000e-02,-2.875920e-02,7.812166e-08
2.041667e-02,-2.885455e-02,8.078453e-08
2.083333e-02,-2.894846e-02,8.348429e-08
2.125000e-02,-2.904054e-02,8.622109e-08
2.166667e-02,-2.913042e-02,8.899506e-08
2.208333e-02,-2.921772e-02,9.180629e-08
2.250000e-02,-2.930209e-02,9.465481e-08
2.291667e-02,-2.938321e-02,9.754060e-08
2.333333e-02,-2.946074e-02,1.004636e-07
2.375000e-02,-2.953442e-02,1.034236e-07
2.416667e-02,-2.960397e-02,1.064203e-07
2.458333e-02,-2.966917e-02,1.094536e-07
2.500000e-02,-2.972983e-02,1.125229e-07
2.541667e-02,-2.978578e-02,1.156279e-07
2.583333e-02,-2.983689e-02,1.187679e-07
2.625000e-02,-2.988308e-02,1.219423e-07
2.666667e-02,-2.992431e-02,1.251503e-07
2.708333e-02,-2.996057e-02,1.283912e-07
2.750000e-02,-2.999189e-02,1.316640e-07
2.791667e-02,-3.001834e-02,1.349678e-07
2.833333e-02,-3.004003e-02,1.383014e-07
2.875000e-02,-3.005711e-02,1.416639e-07
2.916667e-02,-3.006976e-02,1.450539e-07
2.958333e-02,-3.007821e-02,1.484702e-07
3.000000e-02,-3.008270e-02,1.519115e-07
3.041667e-02,-3.008351e-02,1.553766e-07
3.083333e-02,-3.008095e-02,1.588640e-07
3.125000e-02,-3.007535e-02,1.623723e-07
3.166667e-02,-3.006706e-02,1.659002e-07
3.208333e-02,-3.005644e-02,1.694463e-07
3.250000e-02,-3.004389e-02,1.730091e-07
3.291667e-02,-3.002977e-02,1.765872e-07
3.333333e-02,-3.001449e-02,1.801794e-07
3.375000e-02,-2.999844e-02,1.837843e-07
3.416667e-02,-2.998202e-02,1.874006e-07
3.458333e-02,-2.996560e-02,1.910272e-07
3.500000e-02,-2.994955e-02,1.946629e-07
3.541667e-02,-2.993424e-02,1.983066e-07
3.583333e-02,-2.992001e-02,2.019573e-07
3.625000e-02,-2.990716e-02,2.056143e-07
3.666667e-02,-2.989599e-02,2.092766e-07
3.708333e-02,-2.988677e-02,2.129436e-07
3.750000e-02,-2.987972e-02,2.166148e-07
3.791667e-02,-2.987504e-02,2.202896e-07
3.833333e-02,-2.987290e-02,2.239677e-07
3.875000e-02,-2.987342e-02,2.276490e-07
3.916667e-02,-2.987669e-02,2.313332e-07
3.958333e-02,-2.988276e-02,2.350204e-07
4.000000e-02,-2.989164e-02,2.387107e-07
4.041667e-02,-2.990330e-02,2.424044e-07
4.083333e-02,-2.991767e-02,2.461018e-07
4.125000e-02,-2.993465e-02,2.498033e-07
4.166667e-02,-2.995409e-02,2.535094e-07
4.208333e-02,-2.997583e-02,2.572208e-07
4.250000e-02,-2.999966e-02,2.609382e-07
4.291667e-02,-3.002533e-02,2.646624e-07
4.333333e-02,-3.005258e-02,2.683941e-07
4.375000e-02,-3.008113e-02,2.721343e-07
4.416667e-02,-3.011067e-02,2.758838e-07
4.458333e-02,-3.014088e-02,2.796436e-07
4.500000e-02,-3.017141e-02,2.834146e-07
4.541667e-02,-3.020192e-02,2.871978e-07
4.583333e-02,-3.023206e-02,2.909941e-07
4.625000e-02,-3.026148e-02,2.948043e-07
4.666667e-02,-3.028983e-02,2.986294e-07
4.708333e-02,-3.031676e-02,3.024702e-07
4.750000e-02,-3.034195e-02,3.063273e-07
4.791667e-02,-3.036508e-02,3.102016e-07
4.833333e-02,-3.038585e-02,3.140935e-07
