time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
3.333333e-04,-2.648765e-02,5.291474e-10
6.666667e-04,-2.656115e-02,1.153851e-09
1.000000e-03,-2.662269e-02,1.850164e-09
1.333333e-03,-2.667455e-02,2.608091e-09
1.666667e-03,-2.671785e-02,3.422187e-09
2.000000e-03,-2.675320e-02,4.288958e-09
2.333333e-03,-2.678099e-02,5.205869e-09
2.666667e-03,-2.680153e-02,6.170895e-09
3.000000e-03,-2.681509e-02,7.182311e-09
3.333333e-03,-2.682198e-02,8.238613e-09
3.666667e-03,-2.682253e-02,9.338512e-09
4.000000e-03,-2.681713e-02,1.048097e-08
4.333333e-03,-2.680627e-02,1.166523e-08
4.666667e-03,-2.679045e-02,1.289082e-08
5.000000e-03,-2.677029e-02,1.415753e-08
5.333333e-03,-2.674643e-02,1.546530e-08
5.666667e-03,-2.671961e-02,1.681414e-08
6.000000e-03,-2.669059e-02,1.820395e-08
6.333333e-03,-2.666018e-02,1.963615e-08
6.666667e-03,-2.662925e-02,2.111732e-08
7.000000e-03,-2.659865e-02,2.263280e-08
7.333333e-03,-2.656929e-02,2.418147e-08
7.666667e-03,-2.654206e-02,2.576232e-08
8.000000e-03,-2.651784e-02,2.737449e-08
8.333333e-03,-2.649752e-02,2.901722e-08
8.666667e-03,-2.648192e-02,3.069004e-08
9.000000e-03,-2.647187e-02,3.239282e-08
9.333333e-03,-2.646811e-02,3.412051e-08
9.666667e-03,-2.647133e-02,3.586933e-08
1.000000e-02,-2.648218e-02,3.763686e-08
1.033333e-02,-2.650120e-02,3.942083e-08
1.066667e-02,-2.652887e-02,4.121922e-08
1.100000e-02,-2.656555e-02,4.303025e-08
1.133333e-02,-2.661155e-02,4.485243e-08
1.166667e-02,-2.666703e-02,4.668454e-08
1.200000e-02,-2.673209e-02,4.852569e-08
1.233333e-02,-2.680669e-02,5.037525e-08
1.266667e-02,-2.689071e-02,5.223290e-08
1.300000e-02,-2.698391e-02,5.409859e-08
1.333333e-02,-2.708596e-02,5.597255e-08
1.366667e-02,-2.719641e-02,5.785525e-08
1.400000e-02,-2.731473e-02,5.974742e-08
1.433333e-02,-2.744029e-02,6.164997e-08
1.466667e-02,-2.757238e-02,6.356405e-08
1.500000e-02,-2.771022e-02,6.549094e-08
1.533333e-02,-2.785295e-02,6.743209e-08
1.566667e-02,-2.799964e-02,6.938907e-08
1.600000e-02,-2.814935e-02,7.136356e-08
1.633333e-02,-2.830105e-02,7.335729e-08
1.666667e-02,-2.845372e-02,7.537204e-08
1.700000e-02,-2.860631e-02,7.740962e-08
1.733333e-02,-2.875776e-02,7.947182e-08
1.766667e-02,-2.890701e-02,8.156041e-08
1.800000e-02,-2.905305e-02,8.367708e-08
1.833333e-02,-2.919485e-02,8.582346e-08
1.866667e-02,-2.933145e-02,8.800106e-08
1.900000e-02,-2.946193e-02,9.021128e-08
1.933333e-02,-2.958544e-02,9.245537e-08
1.966667e-02,-2.970118e-02,9.473440e-08
2.000000e-02,-2.980843e-02,9.704930e-08
2.033333e-02,-2.990656e-02,9.940079e-08
2.066667e-02,-2.999503e-02,1.017894e-07
2.100000e-02,-3.007340e-02,1.042154e-07
2.133333e-02,-3.014130e-02,1.066790e-07
