time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
5.555556e-04,-2.642198e-02,6.049933e-10
1.111111e-03,-2.643631e-02,1.356548e-09
1.666667e-03,-2.644916e-02,2.220453e-09
2.222222e-03,-2.646398e-02,3.185180e-09
2.777778e-03,-2.648218e-02,4.246283e-09
3.333333e-03,-2.650424e-02,5.402559e-09
3.888889e-03,-2.653020e-02,6.654771e-09
4.444444e-03,-2.655989e-02,8.005049e-09
5.000000e-03,-2.659304e-02,9.456396e-09
5.555556e-03,-2.662934e-02,1.101209e-08
6.111111e-03,-2.666848e-02,1.267505e-08
6.666667e-03,-2.671019e-02,1.444727e-08
7.222222e-03,-2.675425e-02,1.632937e-08
7.777778e-03,-2.680046e-02,1.832055e-08
8.333333e-03,-2.684871e-02,2.041856e-08
8.888889e-03,-2.689891e-02,2.262002e-08
9.444444e-03,-2.695104e-02,2.492070e-08
1.000000e-02,-2.700510e-02,2.731589e-08
1.055556e-02,-2.706114e-02,2.980070e-08
1.111111e-02,-2.711926e-02,3.237029e-08
1.166667e-02,-2.717954e-02,3.502005e-08
1.222222e-02,-2.724213e-02,3.774572e-08
1.277778e-02,-2.730714e-02,4.054340e-08
1.333333e-02,-2.737471e-02,4.340962e-08
1.388889e-02,-2.744498e-02,4.634130e-08
1.444444e-02,-2.751807e-02,4.933573e-08
1.500000e-02,-2.759408e-02,5.239056e-08
1.555556e-02,-2.767309e-02,5.550375e-08
1.611111e-02,-2.775516e-02,5.867355e-08
1.666667e-02,-2.784031e-02,6.189848e-08
1.722222e-02,-2.792853e-02,6.517729e-08
1.777778e-02,-2.801977e-02,6.850895e-08
1.833333e-02,-2.811393e-02,7.189263e-08
1.888889e-02,-2.821089e-02,7.532768e-08
1.944444e-02,-2.831047e-02,7.881361e-08
2.000000e-02,-2.841244e-02,8.235009e-08
2.055556e-02,-2.851655e-02,8.593692e-08
2.111111e-02,-2.862249e-02,8.957400e-08
2.166667e-02,-2.872992e-02,9.326138e-08
2.222222e-02,-2.883845e-02,9.699914e-08
2.277778e-02,-2.894768e-02,1.007875e-07
2.333333e-02,-2.905715e-02,1.046266e-07
2.388889e-02,-2.916641e-02,1.085169e-07
2.444444e-02,-2.927496e-02,1.124584e-07
2.500000e-02,-2.938229e-02,1.164517e-07
2.555556e-02,-2.948789e-02,1.204969e-07
2.611111e-02,-2.959123e-02,1.245942e-07
2.666667e-02,-2.969181e-02,1.287440e-07
2.722222e-02,-2.978910e-02,1.329462e-07
2.777778e-02,-2.988259e-02,1.372009e-07
2.833333e-02,-2.997182e-02,1.415082e-07
2.888889e-02,-3.005631e-02,1.458677e-07
2.944444e-02,-3.013564e-02,1.502793e-07
3.000000e-02,-3.020940e-02,1.547425e-07
3.055556e-02,-3.027724e-02,1.592568e-07
3.111111e-02,-3.033883e-02,1.638215e-07
3.166667e-02,-3.039392e-02,1.684357e-07
3.222222e-02,-3.044226e-02,1.730985e-07
3.277778e-02,-3.048370e-02,1.778087e-07
3.333333e-02,-3.051812e-02,1.825650e-07
3.388889e-02,-3.054546e-02,1.873660e-07
3.444444e-02,-3.056571e-02,1.922102e-07
3.500000e-02,-3.057894e-02,1.970958e-07
3.555556e-02,-3.058526e-02,2.020210e-07
3.611111e-02,-3.058484e-02,2.069839e-07
3.666667e-02,-3.057790e-02,2.119824e-07
3.722222e-02,-3.056473e-02,2.170144e-07
3.777778e-02,-3.054566e-02,2.220778e-07
3.833333e-02,-3.052106e-02,2.271702e-07
3.888889e-02,-3.049136e-02,2.322894e-07
3.944444e-02,-3.045702e-02,2.374331e-07
4.000000e-02,-3.041854e-02,2.425990e-07
4.055556e-02,-3.037645e-02,2.477848e-07
4.111111e-02,-3.033131e-02,2.529882e-07
4.166667e-02,-3.028370e-02,2.582070e-07
4.222222e-02,-3.023421e-02,2.634391e-07
4.277778e-02,-3.018343e-02,2.686824e-07
4.333333e-02,-3.013198e-02,2.739350e-07
4.388889e-02,-3.008044e-02,2.791951e-07
4.444444e-02,-3.002942e-02,2.844610e-07
4.500000e-02,-2.997949e-02,2.897311e-07
4.555556e-02,-2.993121e-02,2.950041e-07
4.611111e-02,-2.988509e-02,3.002788e-07
4.666667e-02,-2.984164e-02,3.055542e-07
