time_s,CoM_cm,eta_boundary_cm
0.000000e+00,0.000000e+00,0.000000e+00
2.777778e-04,-2.648238e-04,7.133130e-10
5.555556e-04,-5.483914e-04,1.614721e-09
8.333333e-04,-8.485914e-04,2.692833e-09
1.111111e-03,-1.162633e-03,3.940658e-09
1.388889e-03,-1.487689e-03,5.352578e-09
1.666667e-03,-1.821098e-03,6.923534e-09
1.944444e-03,-2.160441e-03,8.648790e-09
2.222222e-03,-2.503574e-03,1.052388e-08
2.500000e-03,-2.848645e-03,1.254463e-08
2.777778e-03,-3.194101e-03,1.470725e-08
3.055556e-03,-3.538684e-03,1.700840e-08
3.333333e-03,-3.881426e-03,1.944532e-08
3.611111e-03,-4.221642e-03,2.201599e-08
3.888889e-03,-4.558919e-03,2.471923e-08
4.166667e-03,-4.893096e-03,2.755489e-08
4.444444e-03,-5.224257e-03,3.052395e-08
4.722222e-03,-5.552705e-03,3.362858e-08
5.000000e-03,-5.878947e-03,3.687223e-08
5.277778e-03,-6.203671e-03,4.025954e-08
5.555556e-03,-6.527725e-03,4.379627e-08
5.833333e-03,-6.852091e-03,4.748921e-08
6.111111e-03,-7.177864e-03,5.134597e-08
6.388889e-03,-7.506225e-03,5.537486e-08
6.666667e-03,-7.838418e-03,5.958467e-08
6.944444e-03,-8.175722e-03,6.398455e-08
7.222222e-03,-8.519428e-03,6.858383e-08
7.500000e-03,-8.870815e-03,7.339192e-08
7.777778e-03,-9.231123e-03,7.841819e-08
8.055556e-03,-9.601533e-03,8.367189e-08
8.333333e-03,-9.983146e-03,8.916207e-08
8.611111e-03,-1.037696e-02,9.489754e-08
8.888889e-03,-1.078385e-02,1.008868e-07
9.166667e-03,-1.120455e-02,1.071381e-07
9.444444e-03,-1.163965e-02,1.136591e-07
9.722222e-03,-1.208957e-02,1.204573e-07
1.000000e-02,-1.255456e-02,1.275395e-07
1.027778e-02,-1.303468e-02,1.349122e-07
1.055556e-02,-1.352980e-02,1.425814e-07
1.083333e-02,-1.403961e-02,1.505523e-07
1.111111e-02,-1.456359e-02,1.588298e-07
1.138889e-02,-1.510104e-02,1.674179e-07
1.166667e-02,-1.565109e-02,1.763201e-07
1.194444e-02,-1.621268e-02,1.855391e-07
1.222222e-02,-1.678458e-02,1.950769e-07
1.250000e-02,-1.736541e-02,2.049348e-07
1.277778e-02,-1.795366e-02,2.151133e-07
1.305556e-02,-1.854768e-02,2.256119e-07
1.333333e-02,-1.914573e-02,2.364295e-07
1.361111e-02,-1.974596e-02,2.475641e-07
1.388889e-02,-2.034646e-02,2.590129e-07
1.416667e-02,-2.094529e-02,2.707722e-07
1.444444e-02,-2.154045e-02,2.828377e-07
1.472222e-02,-2.212998e-02,2.952040e-07
1.500000e-02,-2.271188e-02,3.078653e-07
1.527778e-02,-2.328423e-02,3.208148e-07
1.555556e-02,-2.384514e-02,3.340452e-07
1.583333e-02,-2.439283e-02,3.475485e-07
1.611111e-02,-2.492557e-02,3.613163e-07
1.638889e-02,-2.544179e-02,3.753395e-07
1.666667e-02,-2.594001e-02,3.896088e-07
1.694444e-02,-2.641891e-02,4.041143e-07
1.722222e-02,-2.687734e-02,4.188461e-07
1.750000e-02,-2.731429e-02,4.337939e-07
1.777778e-02,-2.772895e-02,4.489475e-07
1.805556e-02,-2.812070e-02,4.642965e-07
1.833333e-02,-2.848908e-02,4.798305e-07
1.861111e-02,-2.883386e-02,4.955395e-07
1.888889e-02,-2.915497e-02,5.114132e-07
1.916667e-02,-2.945257e-02,5.274421e-07
1.944444e-02,-2.972700e-02,5.436167e-07
1.972222e-02,-2.997878e-02,5.599278e-07
2.000000e-02,-3.020861e-02,5.763668e-07
2.027778e-02,-3.041739e-02,5.929254e-07
2.055556e-02,-3.060616e-02,6.095959e-07
2.083333e-02,-3.077612e-02,6.263710e-07
2.111111e-02,-3.092862e-02,6.432440e-07
2.138889e-02,-3.106512e-02,6.602086e-07
2.166667e-02,-3.118720e-02,6.772592e-07
2.194444e-02,-3.129654e-02,6.943906e-07
2.222222e-02,-3.139487e-02,7.115982e-07
2.250000e-02,-3.148401e-02,7.288780e-07
2.277778e-02,-3.156579e-02,7.462264e-07
2.305556e-02,-3.164208e-02,7.636403e-07
2.333333e-02,-3.171473e-02,7.811172e-07
2.361111e-02,-3.178557e-02,7.986550e-07
2.388889e-02,-3.185640e-02,8.162520e-07
2.416667e-02,-3.192894e-02,8.339072e-07
2.444444e-02,-3.200485e-02,8.516198e-07
2.472222e-02,-3.208567e-02,8.693896e-07
2.500000e-02,-3.217284e-02,8.872167e-07
2.527778e-02,-3.226764e-02,9.051016e-07
2.555556e-02,-3.237123e-02,9.230453e-07
2.583333e-02,-3.248461e-02,9.410492e-07
2.611111e-02,-3.260859e-02,9.591150e-07
2.638889e-02,-3.274381e-02,9.772449e-07
2.666667e-02,-3.289071e-02,9.954413e-07
2.694444e-02,-3.304956e-02,1.013707e-06
2.722222e-02,-3.322042e-02,1.032045e-06
2.750000e-02,-3.340316e-02,1.050460e-06
2.777778e-02,-3.359743e-02,1.068954e-06
2.805556e-02,-3.380274e-02,1.087531e-06
2.833333e-02,-3.401837e-02,1.106197e-06
2.861111e-02,-3.424346e-02,1.124955e-06
2.888889e-02,-3.447695e-02,1.143809e-06
2.916667e-02,-3.471768e-02,1.162765e-06
2.944444e-02,-3.496430e-02,1.181826e-06
2.972222e-02,-3.521538e-02,1.200997e-06
3.000000e-02,-3.546936e-02,1.220282e-06
3.027778e-02,-3.572461e-02,1.239686e-06
3.055556e-02,-3.597944e-02,1.259212e-06
3.083333e-02,-3.623210e-02,1.278864e-06
3.111111e-02,-3.648082e-02,1.298644e-06
