time_s,CoM_cm,eta_boundary_cm
0.000000e+00,0.000000e+00,0.000000e+00
3.333333e-04,-3.750003e-04,1.048283e-09
6.666667e-04,-7.717818e-04,2.382335e-09
1.000000e-03,-1.187528e-03,3.984173e-09
1.333333e-03,-1.618319e-03,5.842890e-09
1.666667e-03,-2.060172e-03,7.949733e-09
2.000000e-03,-2.509362e-03,1.029679e-08
2.333333e-03,-2.962533e-03,1.287660e-08
2.666667e-03,-3.416751e-03,1.568211e-08
3.000000e-03,-3.869519e-03,1.870677e-08
3.333333e-03,-4.318785e-03,2.194473e-08
3.666667e-03,-4.762929e-03,2.539114e-08
4.000000e-03,-5.200756e-03,2.904244e-08
4.333333e-03,-5.631472e-03,3.289665e-08
4.666667e-03,-6.054669e-03,3.695352e-08
5.000000e-03,-6.470296e-03,4.121466e-08
5.333333e-03,-6.878634e-03,4.568348e-08
5.666667e-03,-7.280265e-03,5.036500e-08
6.000000e-03,-7.676044e-03,5.526564e-08
6.333333e-03,-8.067064e-03,6.039288e-08
6.666667e-03,-8.454622e-03,6.575500e-08
7.000000e-03,-8.840184e-03,7.136080e-08
7.333333e-03,-9.225351e-03,7.721939e-08
7.666667e-03,-9.611822e-03,8.334002e-08
8.000000e-03,-1.000136e-02,8.973196e-08
8.333333e-03,-1.039574e-02,9.640450e-08
8.666667e-03,-1.079676e-02,1.033669e-07
9.000000e-03,-1.120614e-02,1.106282e-07
9.333333e-03,-1.162556e-02,1.181978e-07
9.666667e-03,-1.205656e-02,1.260846e-07
1.000000e-02,-1.250056e-02,1.342979e-07
1.033333e-02,-1.295884e-02,1.428468e-07
1.066667e-02,-1.343246e-02,1.517403e-07
1.100000e-02,-1.392230e-02,1.609875e-07
1.133333e-02,-1.442900e-02,1.705973e-07
1.166667e-02,-1.495297e-02,1.805784e-07
1.200000e-02,-1.549437e-02,1.909394e-07
1.233333e-02,-1.605311e-02,2.016884e-07
1.266667e-02,-1.662882e-02,2.128332e-07
1.300000e-02,-1.722090e-02,2.243811e-07
1.333333e-02,-1.782847e-02,2.363388e-07
1.366667e-02,-1.845041e-02,2.487125e-07
1.400000e-02,-1.908535e-02,2.615072e-07
1.433333e-02,-1.973172e-02,2.747275e-07
1.466667e-02,-2.038771e-02,2.883767e-07
1.500000e-02,-2.105136e-02,3.024573e-07
1.533333e-02,-2.172051e-02,3.169704e-07
1.566667e-02,-2.239289e-02,3.319161e-07
1.600000e-02,-2.306609e-02,3.472934e-07
1.633333e-02,-2.373762e-02,3.630996e-07
1.666667e-02,-2.440494e-02,3.793312e-07
1.700000e-02,-2.506547e-02,3.959830e-07
1.733333e-02,-2.571665e-02,4.130487e-07
1.766667e-02,-2.635591e-02,4.305206e-07
1.800000e-02,-2.698078e-02,4.483897e-07
1.833333e-02,-2.758884e-02,4.666459e-07
1.866667e-02,-2.817780e-02,4.852779e-07
1.900000e-02,-2.874551e-02,5.042734e-07
1.933333e-02,-2.928996e-02,5.236191e-07
1.966667e-02,-2.980933e-02,5.433007e-07
2.000000e-02,-3.030201e-02,5.633034e-07
2.033333e-02,-3.076658e-02,5.836114e-07
2.066667e-02,-3.120186e-02,6.042087e-07
2.100000e-02,-3.160693e-02,6.250787e-07
2.133333e-02,-3.198110e-02,6.462046e-07
2.166667e-02,-3.232393e-02,6.675696e-07
