time_s,CoM_cm,eta_boundary_cm
0.000000e+00,0.000000e+00,0.000000e+00
4.166667e-04,-5.720580e-04,1.683039e-09
8.333333e-04,-1.166876e-03,3.843884e-09
1.250000e-03,-1.780679e-03,6.450677e-09
1.666667e-03,-2.407704e-03,9.484189e-09
2.083333e-03,-3.042079e-03,1.292897e-08
2.500000e-03,-3.678366e-03,1.677107e-08
2.916667e-03,-4.311757e-03,2.099757e-08
3.333333e-03,-4.938144e-03,2.559674e-08
3.750000e-03,-5.554140e-03,3.055858e-08
4.166667e-03,-6.157067e-03,3.587543e-08
4.583333e-03,-6.744937e-03,4.154231e-08
5.000000e-03,-7.316418e-03,4.755716e-08
5.416667e-03,-7.870796e-03,5.392053e-08
5.833333e-03,-8.407928e-03,6.063512e-08
6.250000e-03,-8.928199e-03,6.770510e-08
6.666667e-03,-9.432468e-03,7.513540e-08
7.083333e-03,-9.922020e-03,8.293112e-08
7.500000e-03,-1.039851e-02,9.109717e-08
7.916667e-03,-1.086390e-02,9.963800e-08
8.333333e-03,-1.132041e-02,1.085577e-07
8.750000e-03,-1.177049e-02,1.178600e-07
9.166667e-03,-1.221670e-02,1.275486e-07
9.583333e-03,-1.266171e-02,1.376275e-07
1.000000e-02,-1.310822e-02,1.481012e-07
1.041667e-02,-1.355892e-02,1.589748e-07
1.083333e-02,-1.401643e-02,1.702544e-07
1.125000e-02,-1.448326e-02,1.819472e-07
1.166667e-02,-1.496175e-02,1.940614e-07
1.208333e-02,-1.545404e-02,2.066064e-07
1.250000e-02,-1.596203e-02,2.195928e-07
1.291667e-02,-1.648735e-02,2.330320e-07
1.333333e-02,-1.703130e-02,2.469366e-07
1.375000e-02,-1.759487e-02,2.613196e-07
1.416667e-02,-1.817869e-02,2.761949e-07
1.458333e-02,-1.878304e-02,2.915766e-07
1.500000e-02,-1.940780e-02,3.074790e-07
1.541667e-02,-2.005249e-02,3.239164e-07
1.583333e-02,-2.071624e-02,3.409027e-07
1.625000e-02,-2.139784e-02,3.584512e-07
1.666667e-02,-2.209569e-02,3.765746e-07
1.708333e-02,-2.280789e-02,3.952842e-07
1.750000e-02,-2.353220e-02,4.145903e-07
1.791667e-02,-2.426610e-02,4.345017e-07
1.833333e-02,-2.500684e-02,4.550252e-07
1.875000e-02,-2.575143e-02,4.761658e-07
1.916667e-02,-2.649670e-02,4.979266e-07
1.958333e-02,-2.723936e-02,5.203083e-07
2.000000e-02,-2.797599e-02,5.433091e-07
2.041667e-02,-2.870315e-02,5.669249e-07
2.083333e-02,-2.941735e-02,5.911494e-07
2.125000e-02,-3.011516e-02,6.159732e-07
2.166667e-02,-3.079321e-02,6.413850e-07
2.208333e-02,-3.144823e-02,6.673707e-07
2.250000e-02,-3.207712e-02,6.939140e-07
2.291667e-02,-3.267694e-02,7.209964e-07
2.333333e-02,-3.324499e-02,7.485972e-07
2.375000e-02,-3.377881e-02,7.766939e-07
2.416667e-02,-3.427621e-02,8.052622e-07
2.458333e-02,-3.473530e-02,8.342762e-07
2.500000e-02,-3.515452e-02,8.637089e-07
2.541667e-02,-3.553262e-02,8.935321e-07
2.583333e-02,-3.586871e-02,9.237167e-07
2.625000e-02,-3.616225e-02,9.542330e-07
2.666667e-02,-3.641307e-02,9.850510e-07
2.708333e-02,-3.662135e-02,1.016141e-06
2.750000e-02,-3.678762e-02,1.047471e-06
2.791667e-02,-3.691277e-02,1.079014e-06
2.833333e-02,-3.699803e-02,1.110738e-06
2.875000e-02,-3.704498e-02,1.142616e-06
2.916667e-02,-3.705548e-02,1.174619e-06
2.958333e-02,-3.703171e-02,1.206720e-06
3.000000e-02,-3.697613e-02,1.238893e-06
3.041667e-02,-3.689144e-02,1.271114e-06
3.083333e-02,-3.678059e-02,1.303359e-06
3.125000e-02,-3.664670e-02,1.335606e-06
3.166667e-02,-3.649309e-02,1.367835e-06
3.208333e-02,-3.632321e-02,1.400026e-06
3.250000e-02,-3.614061e-02,1.432163e-06
3.291667e-02,-3.594892e-02,1.464230e-06
3.333333e-02,-3.575179e-02,1.496215e-06
3.375000e-02,-3.555290e-02,1.528105e-06
3.416667e-02,-3.535587e-02,1.559890e-06
3.458333e-02,-3.516424e-02,1.591565e-06
3.500000e-02,-3.498144e-02,1.623124e-06
3.541667e-02,-3.481077e-02,1.654563e-06
3.583333e-02,-3.465532e-02,1.685883e-06
3.625000e-02,-3.451797e-02,1.717086e-06
3.666667e-02,-3.440133e-02,1.748176e-06
3.708333e-02,-3.430774e-02,1.779160e-06
3.750000e-02,-3.423924e-02,1.810048e-06
3.791667e-02,-3.419750e-02,1.840853e-06
3.833333e-02,-3.418385e-02,1.871587e-06
3.875000e-02,-3.419925e-02,1.902270e-06
3.916667e-02,-3.424426e-02,1.932919e-06
3.958333e-02,-3.431905e-02,1.963556e-06
4.000000e-02,-3.442338e-02,1.994204e-06
4.041667e-02,-3.455663e-02,2.024888e-06
4.083333e-02,-3.471777e-02,2.055634e-06
4.125000e-02,-3.490540e-02,2.086470e-06
4.166667e-02,-3.511777e-02,2.117424e-06
4.208333e-02,-3.535275e-02,2.148524e-06
4.250000e-02,-3.560793e-02,2.179799e-06
4.291667e-02,-3.588061e-02,2.211277e-06
4.333333e-02,-3.616782e-02,2.242985e-06
4.375000e-02,-3.646637e-02,2.274949e-06
4.416667e-02,-3.677292e-02,2.307194e-06
4.458333e-02,-3.708397e-02,2.339744e-06
4.500000e-02,-3.739593e-02,2.372618e-06
4.541667e-02,-3.770517e-02,2.405834e-06
4.583333e-02,-3.800802e-02,2.439408e-06
4.625000e-02,-3.830088e-02,2.473353e-06
4.666667e-02,-3.858022e-02,2.507676e-06
4.708333e-02,-3.884259e-02,2.542385e-06
4.750000e-02,-3.908475e-02,2.577482e-06
4.791667e-02,-3.930360e-02,2.612966e-06
4.833333e-02,-3.949630e-02,2.648833e-06
4.875000e-02,-3.966024e-02,2.685075e-06
4.916667e-02,-3.979310e-02,2.721684e-06
4.958333e-02,-3.989286e-02,2.758644e-06
5.000000e-02,-3.995783e-02,2.795941e-06
5.041667e-02,-3.998664e-02,2.833556e-06
5.083333e-02,-3.997830e-02,2.871467e-06
5.125000e-02,-3.993214e-02,2.909652e-06
5.166667e-02,-3.984791e-02,2.948086e-06
5.208333e-02,-3.972567e-02,2.986743e-06
5.250000e-02,-3.956588e-02,3.025596e-06
5.291667e-02,-3.936935e-02,3.064614e-06
5.333333e-02,-3.913724e-02,3.103769e-06
5.375000e-02,-3.887104e-02,3.143032e-06
5.416667e-02,-3.857260e-02,3.182371e-06
5.458333e-02,-3.824404e-02,3.221756e-06
5.500000e-02,-3.788778e-02,3.261157e-06
5.541667e-02,-3.750653e-02,3.300545e-06
5.583333e-02,-3.710320e-02,3.339890e-06
5.625000e-02,-3.668097e-02,3.379164e-06
5.666667e-02,-3.624315e-02,3.418340e-06
5.708333e-02,-3.579325e-02,3.457391e-06
5.750000e-02,-3.533488e-02,3.496295e-06
5.791667e-02,-3.487176e-02,3.535027e-06
5.833333e-02,-3.440764e-02,3.573568e-06
5.875000e-02,-3.394630e-02,3.611899e-06
5.916667e-02,-3.349151e-02,3.650004e-06
5.958333e-02,-3.304698e-02,3.687871e-06
6.000000e-02,-3.261630e-02,3.725488e-06
6.041667e-02,-3.220296e-02,3.762849e-06
6.083333e-02,-3.181028e-02,3.799950e-06
6.125000e-02,-3.144134e-02,3.836791e-06
6.166667e-02,-3.109902e-02,3.873376e-06
6.208333e-02,-3.078591e-02,3.909711e-06
6.250000e-02,-3.050430e-02,3.945808e-06
6.291667e-02,-3.025615e-02,3.981683e-06
6.333333e-02,-3.004308e-02,4.017353e-06
6.375000e-02,-2.986632e-02,4.052842e-06
6.416667e-02,-2.972673e-02,4.088176e-06
6.458333e-02,-2.962475e-02,4.123384e-06
6.500000e-02,-2.956044e-02,4.158500e-06
6.541667e-02,-2.953343e-02,4.193559e-06
6.583333e-02,-2.954297e-02,4.228599e-06
6.625000e-02,-2.958790e-02,4.263659e-06
6.666667e-02,-2.966667e-02,4.298781e-06
6.708333e-02,-2.977739e-02,4.334005e-06
6.750000e-02,-2.991781e-02,4.369374e-06
6.791667e-02,-3.008538e-02,4.404930e-06
6.833333e-02,-3.027725e-02,4.440713e-06
6.875000e-02,-3.049034e-02,4.476761e-06
6.916667e-02,-3.072135e-02,4.513112e-06
6.958333e-02,-3.096680e-02,4.549799e-06
7.000000e-02,-3.122309e-02,4.586854e-06
7.041667e-02,-3.148654e-02,4.624303e-06
7.083333e-02,-3.175340e-02,4.662171e-06
7.125000e-02,-3.201994e-02,4.700475e-06
7.166667e-02,-3.228247e-02,4.739231e-06
7.208333e-02,-3.253737e-02,4.778448e-06
7.250000e-02,-3.278115e-02,4.818133e-06
7.291667e-02,-3.301048e-02,4.858285e-06
7.333333e-02,-3.322223e-02,4.898900e-06
7.375000e-02,-3.341350e-02,4.939971e-06
7.416667e-02,-3.358162e-02,4.981484e-06
7.458333e-02,-3.372426e-02,5.023422e-06
7.500000e-02,-3.383934e-02,5.065764e-06
7.541667e-02,-3.392514e-02,5.108487e-06
7.583333e-02,-3.398027e-02,5.151563e-06
7.625000e-02,-3.400370e-02,5.194961e-06
7.666667e-02,-3.399476e-02,5.238649e-06
7.708333e-02,-3.395314e-02,5.282592e-06
7.750000e-02,-3.387890e-02,5.326752e-06
7.791667e-02,-3.377247e-02,5.371091e-06
7.833333e-02,-3.363463e-02,5.415570e-06
7.875000e-02,-3.346652e-02,5.460148e-06
7.916667e-02,-3.326960e-02,5.504785e-06
7.958333e-02,-3.304565e-02,5.549440e-06
8.000000e-02,-3.279678e-02,5.594071e-06
8.041667e-02,-3.252534e-02,5.638638e-06
8.083333e-02,-3.223396e-02,5.683101e-06
8.125000e-02,-3.192550e-02,5.727422e-06
8.166667e-02,-3.160301e-02,5.771562e-06
8.208333e-02,-3.126971e-02,5.815487e-06
8.250000e-02,-3.092896e-02,5.859161e-06
8.291667e-02,-3.058422e-02,5.902553e-06
8.333333e-02,-3.023901e-02,5.945634e-06
8.375000e-02,-2.989688e-02,5.988377e-06
8.416667e-02,-2.956139e-02,6.030759e-06
8.458333e-02,-2.923601e-02,6.072760e-06
8.500000e-02,-2.892415e-02,6.114365e-06
8.541667e-02,-2.862910e-02,6.155561e-06
8.583333e-02,-2.835395e-02,6.196342e-06
8.625000e-02,-2.810163e-02,6.236704e-06
8.666667e-02,-2.787481e-02,6.276650e-06
8.708333e-02,-2.767588e-02,6.316188e-06
8.750000e-02,-2.750697e-02,6.355330e-06
8.791667e-02,-2.736984e-02,6.394094e-06
8.833333e-02,-2.726593e-02,6.432502e-06
8.875000e-02,-2.719630e-02,6.470583e-06
8.916667e-02,-2.716161e-02,6.508370e-06
8.958333e-02,-2.716216e-02,6.545899e-06
9.000000e-02,-2.719781e-02,6.583214e-06
9.041667e-02,-2.726805e-02,6.620357e-06
9.083333e-02,-2.737195e-02,6.657379e-06
9.125000e-02,-2.750819e-02,6.694329e-06
9.166667e-02,-2.767510e-02,6.731260e-06
9.208333e-02,-2.787063e-02,6.768226e-06
9.250000e-02,-2.809240e-02,6.805280e-06
9.291667e-02,-2.833775e-02,6.842476e-06
9.333333e-02,-2.860372e-02,6.879866e-06
9.375000e-02,-2.888714e-02,6.917499e-06
9.416667e-02,-2.918463e-02,6.955423e-06
9.458333e-02,-2.949263e-02,6.993682e-06
9.500000e-02,-2.980751e-02,7.032314e-06
9.541667e-02,-3.012554e-02,7.071356e-06
9.583333e-02,-3.044296e-02,7.110838e-06
9.625000e-02,-3.075604e-02,7.150783e-06
9.666667e-02,-3.106108e-02,7.191210e-06
9.708333e-02,-3.135450e-02,7.232134e-06
9.750000e-02,-3.163286e-02,7.273561e-06
9.791667e-02,-3.189288e-02,7.315492e-06
9.833333e-02,-3.213150e-02,7.357923e-06
9.875000e-02,-3.234590e-02,7.400844e-06
9.916667e-02,-3.253353e-02,7.444240e-06
9.958333e-02,-3.269213e-02,7.488090e-06
1.000000e-01,-3.281976e-02,7.532368e-06
1.004167e-01,-3.291482e-02,7.577046e-06
1.008333e-01,-3.297606e-02,7.622090e-06
1.012500e-01,-3.300257e-02,7.667463e-06
1.016667e-01,-3.299384e-02,7.713125e-06
1.020833e-01,-3.294970e-02,7.759033e-06
1.025000e-01,-3.287037e-02,7.805143e-06
1.029167e-01,-3.275642e-02,7.851406e-06
1.033333e-01,-3.260880e-02,7.897776e-06
1.037500e-01,-3.242878e-02,7.944203e-06
1.041667e-01,-3.221800e-02,7.990636e-06
1.045833e-01,-3.197838e-02,8.037026e-06
1.050000e-01,-3.171218e-02,8.083320e-06
1.054167e-01,-3.142191e-02,8.129470e-06
1.058333e-01,-3.111034e-02,8.175426e-06
1.062500e-01,-3.078048e-02,8.221138e-06
1.066667e-01,-3.043552e-02,8.266560e-06
1.070833e-01,-3.007883e-02,8.311645e-06
1.075000e-01,-2.971391e-02,8.356350e-06
1.079167e-01,-2.934435e-02,8.400633e-06
1.083333e-01,-2.897382e-02,8.444456e-06
1.087500e-01,-2.860601e-02,8.487783e-06
1.091667e-01,-2.824459e-02,8.530581e-06
1.095833e-01,-2.789319e-02,8.572823e-06
1.100000e-01,-2.755535e-02,8.614485e-06
1.104167e-01,-2.723447e-02,8.655548e-06
1.108333e-01,-2.693380e-02,8.695999e-06
1.112500e-01,-2.665639e-02,8.735827e-06
1.116667e-01,-2.640503e-02,8.775032e-06
1.120833e-01,-2.618227e-02,8.813616e-06
1.125000e-01,-2.599034e-02,8.851589e-06
1.129167e-01,-2.583114e-02,8.888966e-06
1.133333e-01,-2.570624e-02,8.925769e-06
1.137500e-01,-2.561682e-02,8.962025e-06
1.141667e-01,-2.556368e-02,8.997770e-06
1.145833e-01,-2.554721e-02,9.033040e-06
1.150000e-01,-2.556741e-02,9.067882e-06
1.154167e-01,-2.562387e-02,9.102344e-06
1.158333e-01,-2.571578e-02,9.136479e-06
1.162500e-01,-2.584191e-02,9.170342e-06
1.166667e-01,-2.600068e-02,9.203992e-06
1.170833e-01,-2.619013e-02,9.237489e-06
1.175000e-01,-2.640798e-02,9.270895e-06
1.179167e-01,-2.665162e-02,9.304268e-06
1.183333e-01,-2.691815e-02,9.337669e-06
1.187500e-01,-2.720446e-02,9.371155e-06
1.191667e-01,-2.750721e-02,9.404781e-06
1.195833e-01,-2.782288e-02,9.438598e-06
1.200000e-01,-2.814784e-02,9.472652e-06
1.204167e-01,-2.847839e-02,9.506985e-06
1.208333e-01,-2.881075e-02,9.541635e-06
1.212500e-01,-2.914118e-02,9.576631e-06
1.216667e-01,-2.946598e-02,9.611998e-06
1.220833e-01,-2.978151e-02,9.647754e-06
1.225000e-01,-3.008430e-02,9.683912e-06
1.229167e-01,-3.037102e-02,9.720477e-06
1.233333e-01,-3.063854e-02,9.757448e-06
1.237500e-01,-3.088398e-02,9.794819e-06
1.241667e-01,-3.110470e-02,9.832576e-06
1.245833e-01,-3.129837e-02,9.870702e-06
1.250000e-01,-3.146297e-02,9.909174e-06
1.254167e-01,-3.159679e-02,9.947963e-06
1.258333e-01,-3.169849e-02,9.987037e-06
1.262500e-01,-3.176707e-02,1.002636e-05
1.266667e-01,-3.180190e-02,1.006589e-05
1.270833e-01,-3.180273e-02,1.010559e-05
1.275000e-01,-3.176965e-02,1.014541e-05
1.279167e-01,-3.170315e-02,1.018530e-05
1.283333e-01,-3.160405e-02,1.022521e-05
