time_s,CoM_cm,eta_boundary_cm
0.000000e+00,0.000000e+00,0.000000e+00
2.380952e-04,-5.154713e-05,1.349543e-10
4.761905e-04,-1.504175e-04,4.176096e-10
7.142857e-04,-2.928691e-04,8.572096e-10
9.523810e-04,-4.753881e-04,1.460789e-09
1.190476e-03,-6.945919e-04,2.233708e-09
1.428571e-03,-9.471861e-04,3.179934e-09
1.666667e-03,-1.229946e-03,4.302222e-09
1.904762e-03,-1.539709e-03,5.602249e-09
2.142857e-03,-1.873378e-03,7.080712e-09
2.380952e-03,-2.227924e-03,8.737428e-09
2.619048e-03,-2.600398e-03,1.057141e-08
2.857143e-03,-2.987938e-03,1.258094e-08
3.095238e-03,-3.387784e-03,1.476367e-08
3.333333e-03,-3.797288e-03,1.711669e-08
3.571429e-03,-4.213926e-03,1.963662e-08
3.809524e-03,-4.635312e-03,2.231974e-08
4.047619e-03,-5.059210e-03,2.516204e-08
4.285714e-03,-5.483542e-03,2.815940e-08
4.523810e-03,-5.906400e-03,3.130766e-08
4.761905e-03,-6.326056e-03,3.460277e-08
5.000000e-03,-6.740969e-03,3.804089e-08
5.238095e-03,-7.149787e-03,4.161846e-08
5.476190e-03,-7.551359e-03,4.533235e-08
5.714286e-03,-7.944731e-03,4.917985e-08
5.952381e-03,-8.329153e-03,5.315875e-08
6.190476e-03,-8.704072e-03,5.726739e-08
6.428571e-03,-9.069137e-03,6.150459e-08
6.666667e-03,-9.424189e-03,6.586972e-08
6.904762e-03,-9.769257e-03,7.036266e-08
7.142857e-03,-1.010455e-02,7.498374e-08
7.380952e-03,-1.043045e-02,7.973377e-08
7.619048e-03,-1.074751e-02,8.461395e-08
7.857143e-03,-1.105640e-02,8.962588e-08
8.095238e-03,-1.135797e-02,9.477151e-08
8.333333e-03,-1.165314e-02,1.000531e-07
8.571429e-03,-1.194298e-02,1.054732e-07
8.809524e-03,-1.222863e-02,1.110348e-07
9.047619e-03,-1.251128e-02,1.167407e-07
9.285714e-03,-1.279220e-02,1.225944e-07
9.523810e-03,-1.307269e-02,1.285994e-07
9.761905e-03,-1.335405e-02,1.347592e-07
1.000000e-02,-1.363760e-02,1.410777e-07
1.023810e-02,-1.392461e-02,1.475588e-07
1.047619e-02,-1.421633e-02,1.542065e-07
1.071429e-02,-1.451396e-02,1.610249e-07
1.095238e-02,-1.481862e-02,1.680180e-07
1.119048e-02,-1.513133e-02,1.751899e-07
1.142857e-02,-1.545303e-02,1.825445e-07
1.166667e-02,-1.578452e-02,1.900859e-07
1.190476e-02,-1.612651e-02,1.978177e-07
1.214286e-02,-1.647952e-02,2.057437e-07
1.238095e-02,-1.684399e-02,2.138672e-07
1.261905e-02,-1.722014e-02,2.221913e-07
1.285714e-02,-1.760810e-02,2.307190e-07
1.309524e-02,-1.800778e-02,2.394529e-07
1.333333e-02,-1.841897e-02,2.483950e-07
1.357143e-02,-1.884129e-02,2.575472e-07
1.380952e-02,-1.927419e-02,2.669108e-07
1.404762e-02,-1.971698e-02,2.764867e-07
1.428571e-02,-2.016882e-02,2.862754e-07
1.452381e-02,-2.062873e-02,2.962769e-07
1.476190e-02,-2.109559e-02,3.064904e-07
1.500000e-02,-2.156818e-02,3.169149e-07
1.523810e-02,-2.204517e-02,3.275488e-07
1.547619e-02,-2.252512e-02,3.383899e-07
1.571429e-02,-2.300652e-02,3.494355e-07
1.595238e-02,-2.348782e-02,3.606823e-07
1.619048e-02,-2.396739e-02,3.721267e-07
1.642857e-02,-2.444359e-02,3.837644e-07
1.666667e-02,-2.491477e-02,3.955908e-07
1.690476e-02,-2.537927e-02,4.076008e-07
1.714286e-02,-2.583548e-02,4.197888e-07
1.738095e-02,-2.628180e-02,4.321491e-07
1.761905e-02,-2.671672e-02,4.446755e-07
1.785714e-02,-2.713878e-02,4.573616e-07
1.809524e-02,-2.754661e-02,4.702006e-07
1.833333e-02,-2.793897e-02,4.831858e-07
1.857143e-02,-2.831470e-02,4.963103e-07
1.880952e-02,-2.867281e-02,5.095670e-07
1.904762e-02,-2.901242e-02,5.229488e-07
1.928571e-02,-2.933283e-02,5.364490e-07
1.952381e-02,-2.963346e-02,5.500604e-07
1.976190e-02,-2.991393e-02,5.637765e-07
2.000000e-02,-3.017402e-02,5.775908e-07
2.023810e-02,-3.041368e-02,5.914969e-07
2.047619e-02,-3.063302e-02,6.054889e-07
2.071429e-02,-3.083233e-02,6.195611e-07
2.095238e-02,-3.101209e-02,6.337085e-07
