time_s,CoM_cm,eta_boundary_cm
0.000000e+00,0.000000e+00,0.000000e+00
1.666667e-03,-1.788429e-03,8.831901e-09
3.333333e-03,-4.738688e-03,2.818609e-08
5.000000e-03,-8.397292e-03,5.918917e-08
6.666667e-03,-1.242540e-02,1.025700e-07
8.333333e-03,-1.656895e-02,1.586536e-07
1.000000e-02,-2.063910e-02,2.273362e-07
1.166667e-02,-2.449812e-02,3.081055e-07
1.333333e-02,-2.804845e-02,4.001107e-07
1.500000e-02,-3.122426e-02,5.022599e-07
1.666667e-02,-3.398464e-02,6.133171e-07
1.833333e-02,-3.630825e-02,7.319854e-07
2.000000e-02,-3.818895e-02,8.569687e-07
2.166667e-02,-3.963238e-02,9.870144e-07
2.333333e-02,-4.065315e-02,1.120942e-06
2.500000e-02,-4.127269e-02,1.257658e-06
2.666667e-02,-4.151744e-02,1.396167e-06
2.833333e-02,-4.141748e-02,1.535574e-06
3.000000e-02,-4.100539e-02,1.675086e-06
3.166667e-02,-4.031538e-02,1.814011e-06
3.333333e-02,-3.938256e-02,1.951756e-06
3.500000e-02,-3.824238e-02,2.087824e-06
3.666667e-02,-3.693016e-02,2.221809e-06
3.833333e-02,-3.548071e-02,2.353394e-06
4.000000e-02,-3.392801e-02,2.482349e-06
4.166667e-02,-3.230495e-02,2.608523e-06
4.333333e-02,-3.064313e-02,2.731842e-06
4.500000e-02,-2.897260e-02,2.852303e-06
4.666667e-02,-2.732176e-02,2.969975e-06
4.833333e-02,-2.571716e-02,3.084985e-06
5.000000e-02,-2.418339e-02,3.197522e-06
5.166667e-02,-2.274294e-02,3.307828e-06
5.333333e-02,-2.141614e-02,3.416192e-06
5.500000e-02,-2.022102e-02,3.522945e-06
5.666667e-02,-1.917328e-02,3.628456e-06
5.833333e-02,-1.828619e-02,3.733125e-06
6.000000e-02,-1.757059e-02,3.837376e-06
6.166667e-02,-1.703485e-02,3.941653e-06
6.333333e-02,-1.668484e-02,4.046413e-06
6.500000e-02,-1.652400e-02,4.152117e-06
6.666667e-02,-1.655330e-02,4.259230e-06
6.833333e-02,-1.677133e-02,4.368207e-06
7.000000e-02,-1.717439e-02,4.479495e-06
7.166667e-02,-1.775650e-02,4.593520e-06
7.333333e-02,-1.850962e-02,4.710687e-06
7.500000e-02,-1.942366e-02,4.831371e-06
7.666667e-02,-2.048669e-02,4.955913e-06
7.833333e-02,-2.168511e-02,5.084617e-06
8.000000e-02,-2.300375e-02,5.217741e-06
8.166667e-02,-2.442614e-02,5.355500e-06
8.333333e-02,-2.593465e-02,5.498056e-06
8.500000e-02,-2.751073e-02,5.645521e-06
8.666667e-02,-2.913511e-02,5.797948e-06
8.833333e-02,-3.078802e-02,5.955337e-06
9.000000e-02,-3.244945e-02,6.117628e-06
9.166667e-02,-3.409930e-02,6.284701e-06
9.333333e-02,-3.571771e-02,6.456381e-06
9.500000e-02,-3.728519e-02,6.632433e-06
9.666667e-02,-3.878289e-02,6.812564e-06
9.833333e-02,-4.019279e-02,6.996429e-06
1.000000e-01,-4.149790e-02,7.183628e-06
1.016667e-01,-4.268247e-02,7.373712e-06
1.033333e-01,-4.373212e-02,7.566187e-06
1.050000e-01,-4.463403e-02,7.760515e-06
1.066667e-01,-4.537707e-02,7.956119e-06
1.083333e-01,-4.595193e-02,8.152389e-06
1.100000e-01,-4.635122e-02,8.348687e-06
1.116667e-01,-4.656952e-02,8.544349e-06
1.133333e-01,-4.660348e-02,8.738694e-06
1.150000e-01,-4.645182e-02,8.931028e-06
1.166667e-01,-4.611538e-02,9.120647e-06
1.183333e-01,-4.559706e-02,9.306849e-06
1.200000e-01,-4.490185e-02,9.488933e-06
1.216667e-01,-4.403669e-02,9.666206e-06
1.233333e-01,-4.301047e-02,9.837991e-06
1.250000e-01,-4.183388e-02,1.000363e-05
1.266667e-01,-4.051932e-02,1.016249e-05
1.283333e-01,-3.908074e-02,1.031396e-05
1.300000e-01,-3.753349e-02,1.045747e-05
