time_s,CoM_cm,eta_boundary_cm
0.000000e+00,0.000000e+00,0.000000e+00
1.666667e-03,-1.432052e-03,7.071984e-09
3.333333e-03,-3.798337e-03,2.258885e-08
5.000000e-03,-6.740867e-03,4.748853e-08
6.666667e-03,-9.994100e-03,8.240798e-08
8.333333e-03,-1.336056e-02,1.276786e-07
1.000000e-02,-1.669486e-02,1.833061e-07
1.166667e-02,-1.989207e-02,2.489854e-07
1.333333e-02,-2.287884e-02,3.241554e-07
1.500000e-02,-2.560641e-02,4.080739e-07
1.666667e-02,-2.804512e-02,4.998935e-07
1.833333e-02,-3.017999e-02,5.987241e-07
2.000000e-02,-3.200726e-02,7.036804e-07
2.166667e-02,-3.353158e-02,8.139126e-07
2.333333e-02,-3.476385e-02,9.286262e-07
2.500000e-02,-3.571945e-02,1.047092e-06
2.666667e-02,-3.641687e-02,1.168651e-06
2.833333e-02,-3.687668e-02,1.292715e-06
3.000000e-02,-3.712071e-02,1.418764e-06
3.166667e-02,-3.717138e-02,1.546349e-06
3.333333e-02,-3.705122e-02,1.675078e-06
3.500000e-02,-3.678254e-02,1.804624e-06
3.666667e-02,-3.638713e-02,1.934711e-06
3.833333e-02,-3.588604e-02,2.065119e-06
4.000000e-02,-3.529946e-02,2.195671e-06
4.166667e-02,-3.464657e-02,2.326239e-06
4.333333e-02,-3.394550e-02,2.456733e-06
4.500000e-02,-3.321322e-02,2.587101e-06
4.666667e-02,-3.246556e-02,2.717325e-06
4.833333e-02,-3.171713e-02,2.847419e-06
5.000000e-02,-3.098131e-02,2.977426e-06
5.166667e-02,-3.027026e-02,3.107412e-06
5.333333e-02,-2.959487e-02,3.237466e-06
5.500000e-02,-2.896482e-02,3.367696e-06
5.666667e-02,-2.838851e-02,3.498229e-06
5.833333e-02,-2.787312e-02,3.629202e-06
6.000000e-02,-2.742460e-02,3.760764e-06
6.166667e-02,-2.704770e-02,3.893071e-06
6.333333e-02,-2.674596e-02,4.026287e-06
6.500000e-02,-2.652176e-02,4.160573e-06
6.666667e-02,-2.637637e-02,4.296092e-06
6.833333e-02,-2.630994e-02,4.433005e-06
7.000000e-02,-2.632158e-02,4.571465e-06
7.166667e-02,-2.640939e-02,4.711615e-06
7.333333e-02,-2.657054e-02,4.853590e-06
7.500000e-02,-2.680131e-02,4.997509e-06
7.666667e-02,-2.709715e-02,5.143477e-06
7.833333e-02,-2.745278e-02,5.291581e-06
8.000000e-02,-2.786226e-02,5.441887e-06
8.166667e-02,-2.831904e-02,5.594441e-06
8.333333e-02,-2.881608e-02,5.749266e-06
8.500000e-02,-2.934596e-02,5.906362e-06
8.666667e-02,-2.990089e-02,6.065703e-06
8.833333e-02,-3.047290e-02,6.227237e-06
9.000000e-02,-3.105386e-02,6.390887e-06
9.166667e-02,-3.163562e-02,6.556548e-06
9.333333e-02,-3.221008e-02,6.724089e-06
9.500000e-02,-3.276930e-02,6.893353e-06
9.666667e-02,-3.330556e-02,7.064154e-06
9.833333e-02,-3.381148e-02,7.236285e-06
1.000000e-01,-3.428009e-02,7.409511e-06
1.016667e-01,-3.470489e-02,7.583574e-06
1.033333e-01,-3.507994e-02,7.758196e-06
1.050000e-01,-3.539993e-02,7.933074e-06
1.066667e-01,-3.566020e-02,8.107889e-06
1.083333e-01,-3.585684e-02,8.282304e-06
1.100000e-01,-3.598670e-02,8.455966e-06
1.116667e-01,-3.604742e-02,8.628507e-06
1.133333e-01,-3.603749e-02,8.799551e-06
1.150000e-01,-3.595620e-02,8.968710e-06
1.166667e-01,-3.580371e-02,9.135588e-06
1.183333e-01,-3.558101e-02,9.299787e-06
1.200000e-01,-3.528993e-02,9.460904e-06
1.216667e-01,-3.493308e-02,9.618536e-06
1.233333e-01,-3.451385e-02,9.772281e-06
1.250000e-01,-3.403638e-02,9.921740e-06
1.266667e-01,-3.350548e-02,1.006652e-05
1.283333e-01,-3.292659e-02,1.020624e-05
1.300000e-01,-3.230571e-02,1.034051e-05
1.316667e-01,-3.164936e-02,1.046898e-05
1.333333e-01,-3.096448e-02,1.059128e-05
1.350000e-01,-3.025833e-02,1.070707e-05
1.366667e-01,-2.953848e-02,1.081603e-05
1.383333e-01,-2.881264e-02,1.091783e-05
1.400000e-01,-2.808865e-02,1.101218e-05
1.416667e-01,-2.737432e-02,1.109878e-05
1.433333e-01,-2.667741e-02,1.117737e-05
1.450000e-01,-2.600550e-02,1.124769e-05
1.466667e-01,-2.536590e-02,1.130950e-05
1.483333e-01,-2.476561e-02,1.136256e-05
1.500000e-01,-2.421120e-02,1.140666e-05
1.516667e-01,-2.370877e-02,1.144160e-05
1.533333e-01,-2.326384e-02,1.146718e-05
1.550000e-01,-2.288134e-02,1.148322e-05
1.566667e-01,-2.256550e-02,1.148953e-05
1.583333e-01,-2.231986e-02,1.148595e-05
1.600000e-01,-2.214717e-02,1.147232e-05
1.616667e-01,-2.204941e-02,1.144846e-05
1.633333e-01,-2.202773e-02,1.141422e-05
1.650000e-01,-2.208247e-02,1.136942e-05
1.666667e-01,-2.221312e-02,1.131391e-05
1.683333e-01,-2.241836e-02,1.124751e-05
1.700000e-01,-2.269604e-02,1.117004e-05
1.716667e-01,-2.304323e-02,1.108132e-05
1.733333e-01,-2.345623e-02,1.098114e-05
1.750000e-01,-2.393063e-02,1.086930e-05
1.766667e-01,-2.446134e-02,1.074558e-05
1.783333e-01,-2.504267e-02,1.060974e-05
1.800000e-01,-2.566835e-02,1.046153e-05
1.816667e-01,-2.633164e-02,1.030068e-05
1.833333e-01,-2.702539e-02,1.012691e-05
1.850000e-01,-2.774210e-02,9.939910e-06
1.866667e-01,-2.847403e-02,9.739367e-06
1.883333e-01,-2.921326e-02,9.524941e-06
1.900000e-01,-2.995180e-02,9.296279e-06
1.916667e-01,-3.068166e-02,9.053008e-06
1.933333e-01,-3.139493e-02,8.794743e-06
1.950000e-01,-3.208391e-02,8.521081e-06
1.966667e-01,-3.274113e-02,8.231608e-06
1.983333e-01,-3.335948e-02,7.925896e-06
2.000000e-01,-3.393228e-02,7.603508e-06
2.016667e-01,-3.445333e-02,7.263999e-06
2.033333e-01,-3.491701e-02,6.906918e-06
2.050000e-01,-3.531831e-02,6.531812e-06
2.066667e-01,-3.565291e-02,6.138227e-06
2.083333e-01,-3.591722e-02,5.725709e-06
2.100000e-01,-3.610841e-02,5.293813e-06
2.116667e-01,-3.622444e-02,4.842099e-06
2.133333e-01,-3.626411e-02,4.370141e-06
2.150000e-01,-3.622705e-02,3.877527e-06
2.166667e-01,-3.611372e-02,3.363863e-06
2.183333e-01,-3.592540e-02,2.828778e-06
2.200000e-01,-3.566422e-02,2.271923e-06
2.216667e-01,-3.533308e-02,1.692981e-06
2.233333e-01,-3.493566e-02,1.441832e-06
2.250000e-01,-3.447636e-02,1.277409e-06
2.266667e-01,-3.396024e-02,1.141641e-06
2.283333e-01,-3.339300e-02,1.025149e-06
2.300000e-01,-3.278088e-02,1.541823e-06
2.316667e-01,-3.213064e-02,2.258003e-06
2.333333e-01,-3.144941e-02,2.997446e-06
2.350000e-01,-3.074471e-02,3.760137e-06
2.366667e-01,-3.002426e-02,4.546006e-06
2.383333e-01,-2.929600e-02,5.354928e-06
2.400000e-01,-2.856792e-02,6.186720e-06
2.416667e-01,-2.784803e-02,7.041142e-06
2.433333e-01,-2.714422e-02,7.917896e-06
2.450000e-01,-2.646424e-02,8.816619e-06
2.466667e-01,-2.581554e-02,9.736892e-06
2.483333e-01,-2.520525e-02,1.067823e-05
2.500000e-01,-2.464007e-02,1.164009e-05
2.516667e-01,-2.412621e-02,1.262185e-05
2.533333e-01,-2.366931e-02,1.362286e-05
2.550000e-01,-2.327439e-02,1.464238e-05
2.566667e-01,-2.294577e-02,1.567961e-05
2.583333e-01,-2.268709e-02,1.673369e-05
2.600000e-01,-2.250116e-02,1.780371e-05
2.616667e-01,-2.239005e-02,1.888869e-05
2.633333e-01,-2.235498e-02,1.998758e-05
2.650000e-01,-2.239633e-02,2.109931e-05
2.666667e-01,-2.251366e-02,2.222272e-05
2.683333e-01,-2.270569e-02,2.335659e-05
2.700000e-01,-2.297032e-02,2.449969e-05
2.716667e-01,-2.330466e-02,2.565069e-05
2.733333e-01,-2.370504e-02,2.680825e-05
2.750000e-01,-2.416709e-02,2.797097e-05
2.766667e-01,-2.468573e-02,2.913740e-05
2.783333e-01,-2.525531e-02,3.030608e-05
2.800000e-01,-2.586957e-02,3.147547e-05
2.816667e-01,-2.652179e-02,3.264403e-05
2.833333e-01,-2.720483e-02,3.381017e-05
2.850000e-01,-2.791120e-02,3.497227e-05
2.866667e-01,-2.863317e-02,3.612868e-05
2.883333e-01,-2.936283e-02,3.727772e-05
2.900000e-01,-3.009219e-02,3.841766e-05
2.916667e-01,-3.081326e-02,3.954675e-05
2.933333e-01,-3.151813e-02,4.066320e-05
2.950000e-01,-3.219909e-02,4.176515e-05
2.966667e-01,-3.284868e-02,4.285072e-05
2.983333e-01,-3.345978e-02,4.391796e-05
3.000000e-01,-3.402570e-02,4.496486e-05
3.016667e-01,-3.454024e-02,4.598935e-05
3.033333e-01,-3.499776e-02,4.698928e-05
3.050000e-01,-3.539325e-02,4.796245e-05
3.066667e-01,-3.572239e-02,4.890654e-05
3.083333e-01,-3.598155e-02,4.981921e-05
3.100000e-01,-3.616791e-02,5.069801e-05
3.116667e-01,-3.627943e-02,5.154043e-05
3.133333e-01,-3.631489e-02,5.234391e-05
3.150000e-01,-3.627388e-02,5.310583e-05
3.166667e-01,-3.615688e-02,5.382357e-05
3.183333e-01,-3.596516e-02,5.449445e-05
3.200000e-01,-3.570081e-02,5.511582e-05
3.216667e-01,-3.536675e-02,5.568506e-05
3.233333e-01,-3.496662e-02,5.619958e-05
3.250000e-01,-3.450482e-02,5.665686e-05
3.266667e-01,-3.398640e-02,5.705449e-05
3.283333e-01,-3.341705e-02,5.739014e-05
3.300000e-01,-3.280300e-02,5.766161e-05
3.316667e-01,-3.215098e-02,5.786684e-05
3.333333e-01,-3.146814e-02,5.800390e-05
3.350000e-01,-3.076195e-02,5.807098e-05
3.366667e-01,-3.004015e-02,5.806641e-05
3.383333e-01,-2.931066e-02,5.798862e-05
3.400000e-01,-2.858146e-02,5.783611e-05
3.416667e-01,-2.786054e-02,5.760745e-05
3.433333e-01,-2.715580e-02,5.730119e-05
3.450000e-01,-2.647497e-02,5.691587e-05
3.466667e-01,-2.582549e-02,5.644993e-05
3.483333e-01,-2.521449e-02,5.590169e-05
3.500000e-01,-2.464866e-02,5.526927e-05
3.516667e-01,-2.413419e-02,5.455055e-05
3.533333e-01,-2.367672e-02,5.374316e-05
3.550000e-01,-2.328126e-02,5.284437e-05
3.566667e-01,-2.295215e-02,5.185116e-05
3.583333e-01,-2.269298e-02,5.076013e-05
3.600000e-01,-2.250659e-02,4.956753e-05
3.616667e-01,-2.239502e-02,4.826928e-05
3.633333e-01,-2.235949e-02,4.686102e-05
3.650000e-01,-2.240038e-02,4.533814e-05
3.666667e-01,-2.251725e-02,4.369588e-05
3.683333e-01,-2.270881e-02,4.192941e-05
3.700000e-01,-2.297295e-02,4.003395e-05
3.716667e-01,-2.330678e-02,3.800491e-05
3.733333e-01,-2.370664e-02,3.583801e-05
3.750000e-01,-2.416813e-02,3.352946e-05
3.766667e-01,-2.468620e-02,3.107610e-05
3.783333e-01,-2.525516e-02,2.847555e-05
3.800000e-01,-2.586878e-02,2.572641e-05
3.816667e-01,-2.652032e-02,2.282836e-05
3.833333e-01,-2.720264e-02,1.978230e-05
3.850000e-01,-2.790825e-02,1.659051e-05
3.866667e-01,-2.862942e-02,1.325667e-05
3.883333e-01,-2.935823e-02,9.785976e-06
3.900000e-01,-3.008669e-02,6.440625e-06
3.916667e-01,-3.080682e-02,4.633014e-06
3.933333e-01,-3.151070e-02,3.667482e-06
3.950000e-01,-3.219063e-02,5.308651e-06
3.966667e-01,-3.283913e-02,9.333554e-06
3.983333e-01,-3.344910e-02,1.343385e-05
4.000000e-01,-3.401383e-02,1.759523e-05
4.016667e-01,-3.452714e-02,2.180276e-05
4.033333e-01,-3.498337e-02,2.604111e-05
4.050000e-01,-3.537753e-02,3.029484e-05
4.066667e-01,-3.570527e-02,3.454877e-05
4.083333e-01,-3.596300e-02,3.878820e-05
4.100000e-01,-3.614787e-02,4.299932e-05
4.116667e-01,-3.625786e-02,4.716944e-05
4.133333e-01,-3.629172e-02,5.128733e-05
4.150000e-01,-3.624908e-02,5.534351e-05
4.166667e-01,-3.613040e-02,5.933040e-05
4.183333e-01,-3.593694e-02,6.324263e-05
4.200000e-01,-3.567083e-02,6.707707e-05
4.216667e-01,-3.533494e-02,7.083303e-05
4.233333e-01,-3.493295e-02,7.451220e-05
4.250000e-01,-3.446925e-02,7.811868e-05
4.266667e-01,-3.394888e-02,8.165885e-05
4.283333e-01,-3.337754e-02,8.514122e-05
4.300000e-01,-3.276147e-02,8.857617e-05
4.316667e-01,-3.210738e-02,9.197567e-05
4.333333e-01,-3.142244e-02,9.535291e-05
4.350000e-01,-3.071412e-02,9.872191e-05
4.366667e-01,-2.999017e-02,1.020970e-04
4.383333e-01,-2.925848e-02,1.054924e-04
4.400000e-01,-2.852707e-02,1.089216e-04
4.416667e-01,-2.780390e-02,1.123967e-04
4.433333e-01,-2.709690e-02,1.159283e-04
4.450000e-01,-2.641377e-02,1.195244e-04
4.466667e-01,-2.576199e-02,1.231901e-04
4.483333e-01,-2.514866e-02,1.269271e-04
4.500000e-01,-2.458049e-02,1.307332e-04
4.516667e-01,-2.406367e-02,1.346019e-04
4.533333e-01,-2.360384e-02,1.385220e-04
4.550000e-01,-2.320601e-02,1.424774e-04
4.566667e-01,-2.287452e-02,1.464468e-04
4.583333e-01,-2.261297e-02,1.504037e-04
